Anexos;[R];*;[I];Etapa atual;CAMPUS;Coligada do alarme;Código atendente alarmado;Coligada do representante;Representante;GRUPO ATENDIMENTO ATUAL;CODTIPOCURSO;TIPOCURSO;CURSO;PLETIVO;RELACIONADO1;SITUACAOALARME1;IMGSTATUS1;ANEXO1;Atendimento;Cliente;Código do Cliente;Tipo cliente;Coligada do cliente;Status;Etapa atual;Classificação;Assunto;Categoria;Descrição do produto;Atendente responsável;Prazo limite final;Prioridade;Abertura;Fechamento;Coligada;Localidade;Código do atendimento;Código do atendente responsável;Coligada do responsável;Código de classificação;Coligada do produto;Produto;Detalhe do produto;Categoria geral;Grupo de atendimento;Tipo de atendimento;Código da etapa atual;Campanha;Grupo/Fila;TIPO_ABERTURA
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;346;37;GRADUAÇÃO - CATÓLICA;EDUCAÇÃO FÍSICA;2026/1;';Z;F;ANEXO;1-1-8001171;LETICIA COSTA ANDRADE;UC51250237;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;16/04/2026 19:34;25/04/2026 22:37;1;1;8001171;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;353;37;GRADUAÇÃO - CATÓLICA;PSICOLOGIA;2026/1;';Z;F;ANEXO;1-1-8001191;THIAGO FERREIRA AZEVEDO;UC25892651;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;09/05/2026 23:32;14/05/2026 01:04;1;1;8001191;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;Conclusão do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;PSICOLOGIA;2026/1;';Z;F;ANEXO;1-1-8001194;VANESSA FERREIRA AZEVEDO;29924721;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;PORTAL - Entrega Certificados Ativ. Complementares;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;13/06/2026 22:20;15/06/2026 02:51;1;1;8001194;795;1;00017;1;64;001;8;32;1413;3934;; ;WEB
ANEXO;;Z;F;Conclusão do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;MEDICINA VETERINÁRIA;2026/1;';Z;F;ANEXO;1-1-8001204;MARIANA SANTOS ANDRADE;A78942789;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;PORTAL - Entrega Certificados Ativ. Complementares;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;18/05/2026 11:21;26/05/2026 13:43;1;1;8001204;795;1;00017;1;64;001;8;32;1413;3934;; ;WEB
ANEXO;;Z;F;Conclusão do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;MEDICINA VETERINÁRIA;2026/1;';Z;F;ANEXO;1-1-8001188;MARIANA SANTOS ANDRADE;A95454617;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;PORTAL - Entrega Certificados Ativ. Complementares;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;04/06/2026 09:08;14/06/2026 13:56;1;1;8001188;795;1;00017;1;64;001;8;32;1413;3934;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;28;42;GRADUAÇÃO - CATÓLICA.;LETRAS INGLÊS - FORMAÇÃO PEDAGÓGICA;2026/1;';Z;F;ANEXO;1-1-8001107;SOFIA VIANA ANDRADE;UC85543776;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;31/05/2026 13:48;03/06/2026 20:00;1;1;8001107;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;A;Regularizar Documentação Pendente;UCB - Câmpus Taguatinga;;;;;;37;GRADUAÇÃO - CATÓLICA;DIREITO;2026/1;';Z;A;ANEXO;1-1-8001145;WILLIAM FERREIRA AZEVEDO;UC03067700;ALUNO;1;Em andamento;Regularizar Documentação Pendente;Processos de Solicitação UCB;UCB - Regime Especial de Aprendizagem - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;PATRICIA DUARTE AZEVEDO;;;08/04/2026 13:10;;1;1;8001145;293;1;00019;1;67;1;10;55;1718;5300;; ;WEB
ANEXO;;Z;F;Processo Indeferido - Arquivo;Atende;;;;;;42;GRADUAÇÃO - CATÓLICA.;BIOMEDICINA;2026/2;';Z;F;ANEXO;1-1-8001206;FELIPE ROCHA ANDRADE;UC60062157;ALUNO;1;Concluído confirmado;Processo Indeferido - Arquivo;Processos de Solicitação UCB;UCB-Mudança de Turno/Dia dos Encontros Presenciais;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;PATRICIA CARDOSO AZEVEDO;;;21/03/2026 15:48;22/03/2026 21:46;1;1;8001206;8666;1;00019;1;67;1;10;12;1668;4977;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;240;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIA DA COMPUTAÇÃO;2026/2;';Z;F;ANEXO;1-1-8001208;WILLIAM VIANA ANDRADE;UC54177502;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;25/05/2026 15:07;25/05/2026 19:35;1;1;8001208;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;240;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIAS ECONÔMICAS;2026/2;';Z;F;ANEXO;1-1-8001192;YASMIN FERREIRA AZEVEDO;UC85500250;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;19/03/2026 15:31;28/03/2026 22:33;1;1;8001192;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
Z;;Z;A;Aguardando Pagamento;CECMA;;;;;;44;CENTRO EDUCACIONAL CATÓLICA MACHADO DE ASSIS - CECMA;ENSINO FUNDAMENTAL II;2026;';Z;A;Z;1-1-8001173;MARIANA FERREIRA AZEVEDO;45444391;ALUNO;1;Em andamento;Aguardando Pagamento;Colégio Católica Machado de Assis;CECMA - 2ª Chamada de Prova;CECMA - Protocolo;CECMA - Protocolo de Solicitação;CARLA CARDOSO AZEVEDO;;;08/05/2026 19:10;;1;1;8001173;795;1;00027;1;74;01;16;65;1650;4901;; ;WEB
Z;;Z;F;Conclusão do Atendimento;CECMA;;;;;;44;CENTRO EDUCACIONAL CATÓLICA MACHADO DE ASSIS - CECMA;ENSINO MÉDIO;2026;';Z;F;Z;1-1-8001198;RODRIGO FERREIRA AZEVEDO;09954804;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;Colégio Católica Machado de Assis;CECMA - 2ª Chamada de Prova: 3ª série Ensino Médio;CECMA - Protocolo;CECMA - Protocolo de Solicitação;CARLA CARDOSO AZEVEDO;;Normal;09/05/2026 18:34;12/05/2026 01:16;1;1;8001198;795;1;00027;1;74;01;16;65;1659;4928;; ;WEB
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8001200;LUMEN SOLUCOES LTDA;CF83231349;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;DANIEL FERREIRA AZEVEDO;;Normal;05/05/2026 22:10;;1;1;8001200;6003;1;00001;;;;;66;1776;5641;; ;PRESECIAL
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;42;GRADUAÇÃO - CATÓLICA.;PEDAGOGIA;2026/2;';Z;F;ANEXO;1-1-8001225;CAIO FERREIRA AZEVEDO;UC87927300;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;05/04/2026 21:40;14/04/2026 04:03;1;1;8001225;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Conclusão do Atendimento;CECMA;;;;;;44;CENTRO EDUCACIONAL CATÓLICA MACHADO DE ASSIS - CECMA;ENSINO FUNDAMENTAL I;2026;';Z;F;ANEXO;1-1-8001143;ANA GOMES AZEVEDO;77661364;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;Colégio Católica Machado de Assis;CECMA - 2ª Chamada de Prova;CECMA - Protocolo;CECMA - Protocolo de Solicitação;CARLA CARDOSO AZEVEDO;;Normal;03/04/2026 20:27;06/04/2026 02:01;1;1;8001143;795;1;00027;1;74;01;16;65;1650;4899;; ;WEB
ANEXO;;Z;F;Conclusão do Atendimento;;;;;;;28;GRADUAÇÃO - UNILESTE - IPATINGA;ODONTOLOGIA;2026/1;';Z;F;ANEXO;1-1-8001121;ELISA MOURA ANDRADE;A98129866;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;PORTAL - Entrega Certificados Ativ. Complementares;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;05/05/2026 21:25;13/05/2026 05:09;1;1;8001121;795;1;00017;1;64;001;8;32;1413;3934;; ;WEB
ANEXO;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;SEGURANÇA DA INFORMAÇÃO;2026/2;';Z;F;ANEXO;1-1-8001197;BRUNO GOMES AZEVEDO;UC23783653;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CAIO CARDOSO AZEVEDO;;;22/04/2026 06:20;27/04/2026 11:20;1;1;8001197;1519;1;00019;1;67;1;10;12;1591;4666;; ;WEB
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;1-1-8001175;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;DANIEL CARDOSO AZEVEDO;;Normal;09/05/2026 06:03;;1;1;8001175;5612;1;00001;;;;;66;1775;5633;; ;PRESECIAL
ANEXO;;Z;A;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;A;ANEXO;1-1-8001202;;;;;Em andamento;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;ELISA DUARTE AZEVEDO;;Normal;23/05/2026 08:42;;1;1;8001202;1223;1;00001;;;;;66;1775;5633;; ;PRESECIAL
Z;;Z;F;Processo finalizado;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;FILOSOFIA;2026/2;';Z;F;Z;1-1-8001201;CARLA GOMES AZEVEDO;UC99110581;ALUNO;1;Concluído confirmado;Processo finalizado;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;30/03/2026 10:25;01/04/2026 16:17;1;1;8001201;795;1;00019;1;67;1;10;12;1591;4669;; ;WEB
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8001212;ECO DISTRIBUIDORA LTDA;CF51174559;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;OTAVIO CARDOSO AZEVEDO;;Normal;28/03/2026 09:20;;1;1;8001212;4660;1;00001;;;;;66;1776;5641;; ;PRESECIAL
Z;;Z;F;Processo Indeferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;NUTRIÇÃO;2026/2;';Z;F;Z;1-1-8001207;DANIEL GOMES AZEVEDO;UC29211470;ALUNO;1;Concluído confirmado;Processo Indeferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;YASMIN DUARTE AZEVEDO;;;04/06/2026 06:52;13/06/2026 08:16;1;1;8001207;932;1;00019;1;67;1;10;12;1591;4667;; ;WEB
Z;;Z;F;Processo Indeferido - Arquivo;Atende;;;;;;42;GRADUAÇÃO - CATÓLICA.;NUTRIÇÃO;2026/2;';Z;F;Z;1-1-8001217;ELISA GOMES AZEVEDO;UC34769740;ALUNO;1;Concluído confirmado;Processo Indeferido - Arquivo;Processos de Solicitação UCB;UCB-Mudança de Turno/Dia dos Encontros Presenciais;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;PATRICIA CARDOSO AZEVEDO;;;27/05/2026 08:35;29/05/2026 16:21;1;1;8001217;8666;1;00019;1;67;1;10;12;1668;4977;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;223;42;GRADUAÇÃO - CATÓLICA.;ADMINISTRAÇÃO;2026/2;';Z;F;ANEXO;1-1-8001209;FELIPE GOMES AZEVEDO;UC14205337;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;26/05/2026 10:55;30/05/2026 13:30;1;1;8001209;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;37;GRADUAÇÃO - CATÓLICA;ENGENHARIA DE SOFTWARE;2026/1;';Z;F;ANEXO;1-1-8001203;MARIANA ALMEIDA AZEVEDO;UC57114629;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;31/03/2026 07:44;02/04/2026 09:10;1;1;8001203;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;Conclusão;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;ENGENHARIA MECÂNICA;2026/1;';Z;F;ANEXO;1-1-8001219;GABRIELA CARDOSO ANDRADE;A89429441;ALUNO;1;Concluído confirmado;Conclusão;UGR - Graduação Unileste;PORTAL - Alter Estágio Não Obrig. para Obrigatório;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;20/04/2026 09:51;20/04/2026 11:15;1;1;8001219;795;1;00017;1;64;001;8;48;1422;3943;; ;WEB
ANEXO;;Z;F;Conclusão do Atendimento;Campus Coronel Fabriciano;;;;;;14;GRADUAÇÃO - UNILESTE;PSICOLOGIA;2026/1;';Z;F;ANEXO;1-1-8001196;GABRIELA GOMES AZEVEDO;A72067783;ALUNO;1;Concluído confirmado;Conclusão do Atendimento;UGR - Graduação Unileste;UGR - Entrega de TCE;UGR - Protocolos Graduação Unileste;UGR- Graduação Unileste;CARLA CARDOSO AZEVEDO;;Normal;10/06/2026 12:09;12/06/2026 20:02;1;1;8001196;795;1;00017;1;64;001;8;48;782;1921;; ;WEB
Z;;Z;F;Processo finalizado;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;ADMINISTRAÇÃO;2026/1;';Z;F;Z;1-1-8001210;HENRIQUE GOMES AZEVEDO;UC02664879;ALUNO;1;Concluído confirmado;Processo finalizado;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;19/04/2026 08:38;23/04/2026 10:48;1;1;8001210;795;1;00019;1;67;1;10;12;1591;4669;; ;WEB
Z;;Z;F;Processo finalizado;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;ADMINISTRAÇÃO;2025/4;';Z;F;Z;1-1-8001214;HENRIQUE GOMES AZEVEDO;UC80895592;ALUNO;1;Concluído confirmado;Processo finalizado;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;15/05/2026 11:23;16/05/2026 14:20;1;1;8001214;795;1;00019;1;67;1;10;12;1591;4669;; ;WEB
Z;;Z;F;Processo finalizado;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;EDUCAÇÃO FÍSICA;2025/4;';Z;F;Z;1-1-8001215;RAFAEL COSTA ANDRADE;UC15469398;ALUNO;1;Concluído confirmado;Processo finalizado;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;30/05/2026 08:52;09/06/2026 08:57;1;1;8001215;795;1;00019;1;67;1;10;12;1591;4669;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;223;42;GRADUAÇÃO - CATÓLICA.;BIOMEDICINA;2026/2;';Z;F;ANEXO;1-1-8001218;ANA BARBOSA AZEVEDO;UC42767060;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;13/04/2026 08:53;18/04/2026 15:07;1;1;8001218;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;354;42;GRADUAÇÃO - CATÓLICA.;BIOMEDICINA;2026/2;';Z;F;ANEXO;1-1-8001224;ANA BARBOSA AZEVEDO;UC28298726;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;20/05/2026 11:00;21/05/2026 17:26;1;1;8001224;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;223;42;GRADUAÇÃO - CATÓLICA.;BIOMEDICINA;2026/2;';Z;F;ANEXO;1-1-8001245;ANA BARBOSA AZEVEDO;UC27935058;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - EAD/Semi/Híbrido;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;24/04/2026 08:58;30/04/2026 14:31;1;1;8001245;795;1;00019;1;67;1;10;12;1722;5322;; ;WEB
Z;;Z;F;Processo finalizado;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;BIOMEDICINA;2026/2;';Z;F;Z;1-1-8001237;ISABELA GOMES AZEVEDO;UC28837747;ALUNO;1;Concluído confirmado;Processo finalizado;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;12/04/2026 08:11;12/04/2026 09:13;1;1;8001237;795;1;00019;1;67;1;10;12;1591;4669;; ;WEB
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8001174;PRIME PRODUTOS EIRELI;CF84088486;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;OTAVIO CARDOSO AZEVEDO;;Normal;24/05/2026 11:26;;1;1;8001174;4660;1;00001;;;;;66;1776;5641;; ;PRESECIAL
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;ADMINISTRAÇÃO;2026/2;';Z;F;Z;1-1-8001166;JOAO GOMES AZEVEDO;UC33339271;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;RAFAEL DUARTE AZEVEDO;;;06/06/2026 10:10;15/06/2026 17:01;1;1;8001166;5854;1;00019;1;67;1;10;12;1591;4666;; ;WEB
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;FILOSOFIA;2026/2;';Z;F;Z;1-1-8001223;LARISSA GOMES AZEVEDO;UC07004295;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CAIO CARDOSO AZEVEDO;;;31/05/2026 12:35;02/06/2026 15:54;1;1;8001223;1519;1;00019;1;67;1;10;12;1591;4666;; ;WEB
ANEXO;;Z;F;Abertura de Atendimento para Aprovação sem Orçamen;;;;;;;;;;;';Z;F;ANEXO;1-1-8001222;;;;;Concluído confirmado;Abertura de Atendimento para Aprovação sem Orçamen;GERAL;Aprovação de Movimentos;;;DANIEL CARDOSO AZEVEDO;;Normal;11/04/2026 08:07;;1;1;8001222;5612;1;00001;;;;;66;1775;5633;; ;PRESECIAL
Z;;Z;F;Atendimento Finalizado;;;;;;;45;CENTRO EDUCACIONAL CATÓLICA DE CURITIBA - CECC;ENSINO FUNDAMENTAL II;2026;';Z;F;Z;1-1-8001226;MARCOS GOMES AZEVEDO;06811021;ALUNO;1;Concluído confirmado;Atendimento Finalizado;Colégio Católica de Curitiba;CECC - Atividade Extracurricular;CECC - Protocolo;CECC - Protocolo de Solicitação;CARLA CARDOSO AZEVEDO;;;18/05/2026 12:05;27/05/2026 14:06;1;1;8001226;795;1;00028;1;75;01;17;64;1646;4881;; ;WEB
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;ENGENHARIA DE SOFTWARE;2026/1;';Z;F;Z;1-1-8001211;NATALIA GOMES AZEVEDO;UC32293697;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;WILLIAM DUARTE AZEVEDO;;;20/03/2026 09:24;23/03/2026 17:22;1;1;8001211;1499;1;00019;1;67;1;10;12;1591;4666;; ;WEB
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;CIÊNCIA DA COMPUTAÇÃO;2026/2;';Z;F;Z;1-1-8001238;OTAVIO GOMES AZEVEDO;UC07159415;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;WILLIAM DUARTE AZEVEDO;;;17/05/2026 12:24;21/05/2026 19:10;1;1;8001238;1499;1;00019;1;67;1;10;12;1591;4666;; ;WEB
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8001205;ECO DISTRIBUIDORA LTDA;CF89606461;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;OTAVIO CARDOSO AZEVEDO;;Normal;27/05/2026 07:21;;1;1;8001205;4660;1;00001;;;;;66;1776;5641;; ;PRESECIAL
Z;;Z;F;Processo Indeferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;PEDAGOGIA;2026/2;';Z;F;Z;1-1-8001221;PATRICIA GOMES AZEVEDO;UC16934870;ALUNO;1;Concluído confirmado;Processo Indeferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;ELISA FERREIRA AZEVEDO;;;14/06/2026 12:40;24/06/2026 13:44;1;1;8001221;1533;1;00019;1;67;1;10;12;1591;4667;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;346;37;GRADUAÇÃO - CATÓLICA;ARQUITETURA E URBANISMO;2026/1;';Z;F;ANEXO;1-1-8001234;RAFAEL GOMES AZEVEDO;UC07008733;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;19/04/2026 10:19;27/04/2026 11:19;1;1;8001234;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;353;37;GRADUAÇÃO - CATÓLICA;FISIOTERAPIA;2026/1;';Z;F;ANEXO;1-1-8001240;SOFIA GOMES AZEVEDO;UC09864108;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;06/04/2026 11:42;08/04/2026 16:05;1;1;8001240;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;PEDAGOGIA;2026/2;';Z;F;Z;1-1-8001216;THIAGO GOMES AZEVEDO;UC39482512;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;WILLIAM DUARTE AZEVEDO;;;30/05/2026 07:51;05/06/2026 08:20;1;1;8001216;1499;1;00019;1;67;1;10;12;1591;4666;; ;WEB
ANEXO;;Z;F;Finalizado;UCB - Câmpus Taguatinga;;;;;346;37;GRADUAÇÃO - CATÓLICA;ENGENHARIA DE SOFTWARE;2026/1;';Z;F;ANEXO;1-1-8001232;VANESSA GOMES AZEVEDO;UC65977984;ALUNO;1;Concluído confirmado;Finalizado;Processos de Solicitação UCB;UCB - Atividade complementar - Presencial;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;CARLA CARDOSO AZEVEDO;;;27/04/2026 12:00;06/05/2026 17:49;1;1;8001232;795;1;00019;1;67;1;10;55;1721;5320;; ;WEB
ANEXO;;Z;F;APROVADO;;;;;;;;;;;';Z;F;ANEXO;1-1-8001236;GLOBAL GESTAO LTDA;CF60290526;CLIENTE;1;Concluído confirmado;APROVADO;GERAL;Aprovação de Movimentos;;;OTAVIO CARDOSO AZEVEDO;;Normal;07/05/2026 10:52;;1;1;8001236;4660;1;00001;;;;;66;1776;5641;; ;PRESECIAL
Z;;Z;F;Processo Deferido;Polos EAD;;;;;;42;GRADUAÇÃO - CATÓLICA.;GESTÃO PÚBLICA;2026/2;';Z;F;Z;1-1-8001213;YASMIN GOMES AZEVEDO;UC34803266;ALUNO;1;Concluído confirmado;Processo Deferido;Processos de Solicitação UCB;EAD/Semi/Híbrido - Ajuste de Disciplinas;Processos de Solicitação UCB;Protocolo de Solicitações da UCB;RAFAEL DUARTE AZEVEDO;;;16/05/2026 12:33;21/05/2026 16:46;1;1;8001213;5854;1;00019;1;67;1;10;12;1591;4666;; ;WEB
